"numsessions","numdays","numpurchases","totpurchases","totplaytime","totscore","numlives","numelements","difflevel","skill1","skill2","country","opsys","acquis","trendsession","trendpurchase","y"
5,6,2,6.90607288737946,234.621614333118,100.365695917619,28,23,1,0.572695078151137,0.667876067063892,"6",0,0,-0.496567176214092,0.585843257571922,4
13,4,1,6.09966016765452,376.712457010121,105.685865054791,35,28,2,0.711531641793988,0.494255776007599,"4",0,0,2.37743162250015,3.98104647777729,2
8,5,4,12.6712340788081,358.573988380085,107.52798209287,35,22,2,0.501979377264424,0.366790981347019,"4",1,0,2.05961786366561,-0.754339133170719,2
5,7,2,2,168.39823011108,93.7351311027506,29,18,1,0.433765672619253,0.304409682398871,"6",0,0,0.924997111055956,0.219606081242749,1
7,6,3,11.7565919126831,142.969059384982,96.6663008093176,31,21,2,0.425825886240364,0.505800138074317,"5",0,0,0.0466004456977862,3.0690602799107,3
5,6,3,21.6931292697116,158.733402573459,101.861382123055,38,21,2,0.452491147302432,0.541488823969635,"6",1,1,0.937542486798657,1.49464850061083,1
11,7,3,12.8878934346909,395.229490805008,102.55805108031,28,21,1,0.41955924086146,0.489581077520699,"4",1,1,2.64125651767978,1.42969350340988,2
3,5,3,7.73169283994437,246.74994819283,101.545024359368,35,23,2,0.514044507608963,0.54928702395134,"6",0,0,0.475333325460959,0.859360189258946,4
2,5,2,18.8240823108033,238.110606414634,96.9938286328609,21,19,2,0.497570265034235,0.518684469765555,"5",0,0,1.59231867738461,-0.298398941543294,1
2,4,3,6.51619887403627,44.7560649854002,91.4765567011916,28,15,3,0.28403813958354,0.512634456559084,"1",1,0,-0.263091489775014,-0.320764184894873,4
6,6,4,9.13882433876781,226.193782821478,103.977365835376,31,26,2,0.537136001682264,0.359319478721698,"4",1,0,1.13441237138306,1.98009195871059,3
4,5,1,17.8584368917622,185.085284814737,91.5681091856586,31,13,2,0.27524945897527,0.291581188902743,"5",1,0,1.26283483784318,-1.02235344091902,1
6,7,1,4.41153509077604,130.103797892154,91.7008238648077,25,15,2,0.348922286485054,0.706217444296932,"3",0,0,-0.894694464480883,1.59004691138905,4
5,6,2,2,225.794354556311,98.8990079242105,32,19,2,0.489690322717564,0.629742489790534,"4",1,1,0.152765742218401,0.0289341342763679,1
4,7,2,5.15165270404759,283.026431622784,105.586025474461,30,17,2,0.382218425851945,0.315133644726217,"3",1,1,2.90510338035687,1.63933029184213,2
3,4,2,6.70286811421865,48.6727338917212,93.5153707015783,18,17,1,0.448219009425107,0.613991228065188,"5",1,0,-1.84279373257052,-0.620690115081537,4
8,7,2,4.79867306679792,247.821063776793,97.9887170070993,36,18,1,0.383369222798395,0.402172903771347,"4",1,0,1.22709639585204,-0.956348115316392,3
9,7,3,8.73923123008514,364.738245581683,98.3025527909865,28,21,1,0.483422418964138,0.654689380743206,"1",1,0,3.41814519513622,2.20343850908279,2
12,7,4,14.3272245612297,326.510887734638,103.674076232705,36,26,2,0.53253069656477,0.671171822560333,"1",1,0,0.174340112232507,2.35669523640759,3
8,7,4,13.0881187477858,189.526451338359,99.7963507689498,33,18,3,0.366235339249659,0.609218465847446,"4",1,0,0.373985794979177,1.38663968820967,3
4,5,3,6.07405124807637,334.080229756855,101.462345028031,35,21,1,0.482007843216762,0.578850673018159,"6",0,0,3.1331131003679,0.168102558987667,4
15,7,6,19.3440705083371,423.949245200982,108.334257492411,47,30,2,0.762020905011605,0.621201257394058,"2",0,0,3.40905540536909,3.87914797686183,4
5,2,1,5.5893122979191,27.971453991372,91.4878269340503,22,20,3,0.388820938269683,0.481308611482277,"5",1,0,-0.948400955596666,0.111112866596277,4
7,7,3,13.9341057790764,214.207696927517,96.4021298411497,31,17,1,0.454706929618522,0.7010643215283,"2",1,0,1.82370674231252,1.43478026047776,3
8,5,2,2,107.372688304031,95.568143561205,26,22,2,0.508168679137156,0.520061021324346,"3",1,0,0.411640943129018,2.783245264174,3
4,6,4,14.8114282338537,197.599818946388,105.193012482455,30,22,2,0.495214562873768,0.443326470604392,"2",0,0,0.180378077113051,3.02084289859179,2
5,7,1,2,166.722268224344,98.6364791328941,33,17,2,0.307886895262255,0.396034336398978,"2",0,1,0.321773694623128,1.08729446614472,1
4,5,2,4.33966736332684,147.44350099462,93.6296685438385,21,21,1,0.50181603391219,0.495914146056592,"5",0,0,1.34537186827102,2.01423355786165,1
9,7,1,2,306.798790957609,95.8898317637769,32,19,1,0.528085833862927,0.582599077874259,"6",1,0,3.21379701816037,-0.0310757152942405,1
10,5,2,12.0930099798404,238.629343603221,95.957316343141,29,19,1,0.396018041909915,0.54799685337033,"4",1,0,0.157226570963481,0.872178431551367,3
3,4,2,7.49432959010447,70.2608870639926,93.1452210270882,25,18,1,0.439618801946067,0.669381599253844,"6",0,1,2.29336990645721,0.80221225996051,4
7,6,1,2.93604064952407,267.512921921483,95.4837606204433,31,18,2,0.433045582847803,0.597138930584544,"2",0,1,2.92800628590573,-0.213329500953949,1
6,4,3,4.31519762272218,186.98657881997,101.009574395956,33,21,2,0.619141501426648,0.617239920578964,"4",1,0,2.08650159006305,-0.0543372655826944,4
4,5,1,6.01163316863572,118.545563753956,92.1975708622459,26,15,1,0.316407789156559,0.621065969623229,"6",1,0,2.22281253917489,-0.59308903165815,4
8,6,1,4.86883409345584,196.316432144689,92.5019497750866,25,18,1,0.395762729037194,0.461093677515657,"6",0,0,-1.00637330436915,-2.20875118024823,2
1,2,4,3.26017420447179,34.3324749055121,97.7321397735788,23,20,2,0.425468644830902,0.322323792369714,"1",0,0,-1.42433511310272,1.21972160128205,1
6,5,1,2,114.34931997816,95.1634633020977,25,15,2,0.350923800688884,0.598803013762966,"2",1,0,2.23002263317448,-0.600488648281791,1
7,7,1,16.4944156653661,252.570403404609,94.1505777541167,37,19,2,0.532138254688291,0.327292711993534,"4",1,1,-0.266955595653661,0.761015076749848,4
7,7,3,21.5099736883057,257.989042904876,102.132304045548,38,24,1,0.537275015186708,0.519867688080253,"5",0,0,1.76634934886648,2.16747357377038,1
2,6,1,6.22507431065946,106.486400552302,92.2783587115999,29,14,1,0.353173835275157,0.602197825857537,"2",0,0,-0.764364588816367,0.47765006682241,4
4,6,4,4.93263789196524,292.355569908218,103.654343649766,32,22,1,0.517635832032602,0.680195365400346,"3",0,1,3.23292225199978,1.26768936944859,4
2,3,4,4.14614449361781,98.5403410115856,97.8916750251318,28,21,3,0.57126774246726,0.341966976818431,"4",1,1,1.29427633714933,2.06956977151282,1
8,6,1,2,268.021623050311,97.5622730590382,38,18,2,0.487796581371994,0.406249015401431,"2",0,0,1.5872458226093,0.30294918091259,1
6,5,2,4.22419447137728,147.416383007775,98.3282253895391,23,20,1,0.431813285535683,0.562197488640836,"6",0,0,0.935663405879448,1.94881522195491,4
9,7,3,6.13083531773024,299.330263825083,103.843943565252,43,22,1,0.443446391012025,0.593444880210167,"5",0,0,2.55993124160017,3.091173694529,3
6,3,1,18.3799439984935,57.7020780364875,97.1205231280727,20,22,2,0.510585901256071,0.609973031842787,"6",0,0,0.106981307707408,0.66743304717562,1
10,7,1,8.33972050243153,211.610621242858,95.4493111324347,28,22,1,0.467628519430868,0.529365132317347,"2",0,1,0.643476477500624,-0.781127291045609,2
6,5,1,18.7060156656499,177.799086354917,99.6517808969432,27,14,1,0.315233796476663,0.661364405882645,"6",0,0,-0.332322990676099,0.32611444937283,1
5,6,2,17.7946656468533,215.856830617459,95.9048287200828,23,20,2,0.520795954591241,0.515488210090217,"1",1,0,-0.176625335376576,0.444201584795532,4
6,6,4,6.96454191921681,114.714881886137,102.908451461815,26,25,2,0.538462585260857,0.520555813873883,"6",0,1,-0.530936443331157,1.48746009544168,4
6,5,2,14.583035484671,134.922668342844,93.8376629543803,36,17,1,0.42358962312505,0.510103974398741,"3",0,0,2.04692521908137,-0.65827166456023,2
3,5,1,2.08369650233033,276.947066828796,97.1992184806979,27,19,1,0.489022607457573,0.460397264032341,"2",1,0,2.17817452509108,-0.466441191235736,1
8,7,2,14.2020841698739,294.950011553158,96.4499349532005,29,20,1,0.567152266700389,0.46216276994151,"4",1,0,1.9273335548634,-0.648377304910438,3
7,7,2,3.06992124815414,203.932719457903,97.7936951087505,34,19,1,0.475053697388954,0.522821864387539,"3",0,0,2.24709209964434,0.253244203761816,3
10,7,4,17.5047249585435,358.728216794319,104.463713785591,40,24,1,0.527406006652338,0.540690433098878,"5",0,0,1.60229633428671,2.72244755468101,4
11,7,3,4.0030035184588,351.021990163994,100.766645362251,31,20,2,0.434896598886305,0.41593408213768,"3",1,0,2.42160266908874,1.01405717639909,3
10,7,2,2.39706939312554,517.586881834578,104.213250875459,42,25,3,0.579576454417489,0.550325819050479,"5",0,0,5.02470853546025,1.76632783699965,1
2,3,2,7.20409619681202,162.086267628004,98.1762360924612,24,19,3,0.437830098941773,0.197236269391263,"3",0,0,0.219749788817839,-1.04112118071327,2
6,2,1,14.8362634088245,64.2374121286385,87.0528841923922,16,11,2,0.249928105332358,0.528355089598123,"5",0,0,-1.24010974196701,-2.42495704931356,2
9,6,5,6.24232670060675,342.243779307393,108.952032305311,32,28,1,0.705146092810144,0.588506516226697,"5",1,0,3.28177853323671,1.77344687652313,4
13,7,4,4.36513379051557,511.894974000272,111.470452728881,38,29,2,0.677236208550548,0.943842808161826,"6",1,1,5.02557087344679,3.29339690665194,2
4,5,3,6.41827155538704,84.1630521910048,98.0304817913125,32,21,1,0.541669053455402,0.716257532775829,"2",1,0,1.77868934537009,-1.3554107212882,2
6,7,6,9.39347991315494,390.648192745496,105.72427063179,41,25,1,0.622681263063867,0.522549331286365,"3",0,0,2.97144619343855,1.67664384768169,3
7,7,4,16.6710109795802,214.441976436692,94.2106559401184,31,17,2,0.404113990736409,0.596842143309557,"6",1,1,0.711446204307041,0.601452972491152,4
12,7,4,4.6110339042736,390.793029137108,106.443638986471,36,24,1,0.550910883129483,0.521939250484271,"2",0,1,3.37055243366904,2.35976996648085,3
2,5,3,3.05699627896838,165.987942009397,101.793037492418,23,19,1,0.433971229816573,0.419832777704758,"2",0,0,0.131693116315783,1.13485624658224,1
4,3,1,3.6862819703105,50.1042236743877,84.8615410200616,25,11,1,0.340924509977326,0.512939537634905,"2",0,0,-1.75232781993966,-1.4946313967358,1
4,7,2,3.97211746787363,245.860621791018,103.433301622175,37,22,1,0.520872606341352,0.437660590254054,"4",1,0,1.15122279877276,1.27160419317782,1
3,4,3,9.21667966887087,123.682073374245,92.0213764721863,26,16,2,0.465683967960089,0.45214920040686,"6",1,0,-0.335571651647294,-1.21175270542845,2
9,7,2,2,302.232394499076,96.8667982457053,38,19,2,0.435928909906994,0.397077307506732,"2",0,1,0.74518438793199,-0.0053171836055087,4
6,7,5,8.42232112879474,288.438247076357,94.8791279421787,24,22,1,0.47271924239793,0.573676214679935,"2",1,0,1.59633933569531,0.698278827339371,3
7,5,1,13.9344188242253,123.165295468236,94.7970397358302,31,15,2,0.305754954598671,0.494342113965673,"5",0,1,-1.87273918914415,-0.173787263829909,2
5,7,2,4.16338526314205,270.838734061809,102.27874392424,25,23,2,0.566998696802588,0.107498587922596,"4",1,1,2.05221116411378,2.49274704283529,3
6,7,2,12.7021884634868,371.939266935709,103.514723571018,38,19,2,0.4791598209037,0.434257195129443,"6",0,0,1.69836398745985,-1.22343364246946,2
9,6,2,2.81794759671053,232.773242275405,98.7399185551637,37,19,2,0.475563205263255,0.506300849901651,"5",0,0,0.543799584592018,-0.118259678318648,1
12,7,4,14.343407050518,515.975744076443,113.812557023247,34,29,2,0.741303692492799,0.425533800634581,"3",0,0,4.20066513877122,2.69061551258964,2
8,6,1,2,305.286800766618,99.3211338971911,31,18,3,0.456073194309379,0.433580099795944,"5",0,0,3.89747831228481,0.13074532867334,1
6,7,3,5.16023164766724,211.880395521319,103.22850149795,38,20,1,0.383935620839243,0.547631737169266,"1",0,0,1.14418484720348,0.623893530347349,4
4,5,1,2,267.099852119509,90.5423263773192,26,10,3,0.278524012443225,0.526358530499944,"4",1,1,0.924511281215787,-0.568776015946934,1
7,6,2,4.68428008692935,209.700880157887,100.813377641306,29,22,1,0.554410566634237,0.58963128823002,"5",0,1,1.46131321405116,2.33385011202771,3
7,7,4,16.5294353546801,172.531671943064,101.490252191029,24,24,3,0.573304282018797,0.71501899301464,"4",1,1,-0.331656269033639,2.57498847758572,3
12,7,6,12.5697457834397,275.629391893069,103.97674318295,38,27,1,0.725816774526756,0.491605244056059,"3",1,0,1.41921655824938,-0.579436886306759,2
7,7,1,3.50118818518065,237.295138169975,102.542300892336,32,19,3,0.474888233878774,0.423911819209773,"2",1,1,3.29640786244412,0.738478584858602,3
4,5,1,4.86846519923583,61.1392136153024,94.9238865056806,19,16,1,0.335671567845687,0.288406039198092,"6",0,0,1.24517653162171,0.0431589400854036,4
4,5,1,2,77.8795802150029,92.6982091527319,27,14,2,0.409536284198256,0.574369919786944,"5",1,1,0.00820285024494605,-1.17149894226754,1
8,5,3,2,189.898358058164,96.9915321488043,26,18,2,0.490042053013658,0.665516535355025,"5",0,0,1.36636721036254,2.12849261424963,1
6,6,2,6.81860712520086,217.087993582135,97.5722523233229,23,17,1,0.306451991557249,0.57528408622621,"2",0,0,-0.0998199458264274,1.38760893235565,3
6,5,1,2.80972531859768,367.917882390549,98.2858447977109,34,22,1,0.571723050375387,0.223492727793165,"6",1,1,1.53443623123172,2.33456808028591,1
6,2,2,3.40947884147053,79.5913468782375,95.2951996768923,27,19,2,0.516446592220344,0.368820023453087,"2",0,0,-1.05599936744064,2.97413223021153,3
8,5,3,2.68043165524977,273.10691377083,101.313680293497,28,24,3,0.577994411247992,0.63198225412357,"6",0,0,1.94763080545452,1.4831192034835,4
9,5,1,2,137.535003411823,94.5616002292747,29,17,1,0.434896129586898,0.469345838474891,"3",1,1,1.33781985294813,-1.00814603260432,4
2,5,3,3.71531028270588,75.2279575202667,94.7203002089291,27,21,2,0.589205511115921,0.600278409486985,"1",0,0,3.45782941911634,1.97324885609802,1
7,7,1,3.35495214915317,136.202721604481,101.46684768271,27,19,2,0.328192392121471,0.445966239856022,"6",1,1,0.0347129873119408,-0.640236133619614,3
10,7,1,9.48770685695529,244.035010903158,100.294536533733,29,20,1,0.428328022529597,0.408967195784137,"3",0,0,1.01308057612418,0.0958664726161675,2
10,6,3,2.32928623664877,158.377575842119,95.2721641193217,30,18,2,0.419871791615397,0.438553473836034,"1",1,1,2.09490254049514,-0.727636536277504,2
9,7,4,3.3225087451429,243.885053167243,96.5003358451237,29,22,2,0.481534885732978,0.409224089800228,"4",1,1,1.68449162269636,0.193554143349708,4
7,7,3,16.4012151399486,238.848034700048,101.044300119376,23,24,1,0.470279160824382,0.335437953186802,"3",1,1,3.78674327420334,0.625948524159518,2
11,7,6,8.83881478477142,550.929189821634,110.888402613713,37,24,2,0.69269500839442,0.725796185265127,"4",1,1,3.91096072026229,1.36143216941353,3
11,7,4,3.44124067912416,447.257761620884,108.494145890226,42,26,3,0.705569489907538,0.646799134085651,"5",0,0,3.73245540789959,2.85612225893164,4
7,6,2,11.7282296279388,316.38185311001,106.007850798956,36,25,2,0.521939397413806,0.355810557907352,"4",1,0,0.642252063106951,2.01734927443975,3
7,6,3,3.91609210223764,383.354938298844,103.118824843907,38,23,2,0.598655928156514,0.643524023444532,"4",1,0,3.32251148102063,2.30965192747304,4
6,6,4,2,167.605158421286,98.6707692510166,28,23,1,0.586302017460581,0.523876918473629,"6",1,0,-0.385699878328092,2.71885370515457,4
4,6,2,11.673279010586,275.62830953467,101.445506194802,29,23,2,0.584597626157634,0.299174254255459,"4",1,0,1.49474322042614,2.29005761238093,3
7,7,2,2.52663153887112,324.173918583232,102.117866751599,32,25,1,0.681742923583463,0.555207915174829,"3",1,0,3.62163705816457,0.392090013225691,4
4,4,2,2,223.246528962777,94.7145951688369,29,19,2,0.49319026052403,0.324409771423528,"5",1,0,0.560334938874545,0.555189099278156,1
10,7,1,13.9967789835939,418.708792307031,100.774546891723,36,21,1,0.516187757230887,0.448876016102777,"1",1,0,2.22338148871595,1.67155531762409,2
10,7,3,11.7643792632935,389.876957272038,97.4184813097842,33,20,2,0.464951453559624,0.555849790668036,"6",1,0,3.54073735363631,0.618271106449628,3
9,7,3,5.45739239936601,294.085217732407,95.3618416771374,35,22,2,0.506805024653979,0.477073468194687,"6",1,1,1.96268109241815,0.68227596966198,3
9,7,3,8.59087014471327,332.50607020801,99.7394330845203,37,19,1,0.388594713528264,0.364819813681285,"6",1,1,2.87351566814538,-1.00564064537458,2
7,6,3,9.79725482205604,295.713865254972,98.335574430364,32,21,2,0.519494141146923,0.530822898019186,"5",0,0,1.56913218035804,-0.416451608980795,3
6,7,4,13.4863076582312,283.477273453773,99.2420723347905,34,22,2,0.540436570955511,0.738729009488373,"2",0,0,1.85225066182455,3.09964915160073,2
10,4,1,2,232.029420229067,97.9004313218767,33,22,2,0.581296582217394,0.568319477429349,"5",1,0,1.0342918563731,0.598603925373758,1
4,6,1,8.69903827717476,261.161942558258,91.9020888716043,29,18,2,0.439835973307191,0.350271480715128,"3",1,0,1.90479036328215,-0.820812560198172,2
5,6,3,4.06667252426196,269.590402802551,100.003522654314,35,21,1,0.505990087365711,0.370544361027728,"6",1,0,1.70220151059537,1.83610654935311,4
6,5,1,2,66.4724287779653,85.7925319671492,23,13,2,0.24726970103584,0.555439296952251,"6",1,1,-0.258957799648161,-0.185367393290887,1
5,7,2,4.26713802824782,411.020131571751,103.355038959231,33,20,2,0.399185373557166,0.713276149170228,"4",1,0,3.87833032616981,1.37833204259409,4
2,4,4,7.94936725504982,110.632643476343,98.9659301423692,30,22,1,0.522012782400452,0.438306798984036,"1",0,0,0.307935776442936,1.00825920915491,4
